Gene.name Chromosome.scaffold.name p_values p_values_BH p_values_Bonferroni
ENSG00000143199 ADCY10 1 0.66107117112837 0.837038819182669 1
ENSG00000260903 XKR7 20 0.66107117112837 0.837038819182669 1
ENSG00000131711 MAP1B 5 0.838186853032695 0.861499941441754 1
ENSG00000108406 DHX40 17 0.773592201464047 0.837038819182669 1
ENSG00000123353 ORMDL2 12 0.712566410484484 0.837038819182669 1
ENSG00000134248 LAMTOR5 1 0.25057333098618 0.822417132811698 1
ENSG00000165795 NDRG2 14 0.773592201464047 0.837038819182669 1
ENSG00000197646 PDCD1LG2 9 0.712566410484484 0.837038819182669 1
ENSG00000114268 PFKFB4 3 0.773592201464047 0.837038819182669 1
ENSG00000214113 LYRM4 6 0.308787933302748 0.822417132811698 1
ENSG00000197599 CCDC154 16 0.308787933302748 0.822417132811698 1
ENSG00000085872 CHERP 19 0.281717813609562 0.822417132811698 1
ENSG00000141569 TRIM65 17 0.74192873455673 0.837038819182669 1
ENSG00000177383 MAGEF1 3 0.773592201464047 0.837038819182669 1
ENSG00000167580 AQP2 12 0.712566410484484 0.837038819182669 1
ENSG00000170191 NANP 20 0.308787933302748 0.822417132811698 1
ENSG00000134882 UBAC2 13 0.712566410484484 0.837038819182669 1
ENSG00000178764 ZHX2 8 0.597733257191955 0.837038819182669 1
ENSG00000143514 TP53BP2 1 0.10818952214725 0.666043201131218 1
ENSG00000094914 AAAS 12 0.773592201464047 0.837038819182669 1
ENSG00000150776 NKAPD1 11 0.0292036366848242 0.335994535985254 1
ENSG00000166454 ATMIN 16 0.712566410484484 0.837038819182669 1
ENSG00000131238 PPT1 1 0.308787933302748 0.822417132811698 1
ENSG00000151655 ITIH2 10 0.73605121590101 0.837038819182669 1
ENSG00000114124 GRK7 3 0.298171147475096 0.822417132811698 1
ENSG00000197380 DACT3 19 0.298171147475096 0.822417132811698 1
ENSG00000164252 AGGF1 5 0.712566410484484 0.837038819182669 1
ENSG00000144229 THSD7B 2 0.15438351582008 0.812260765256851 1
ENSG00000122678 POLM 7 0.298171147475096 0.822417132811698 1
ENSG00000169484 OR4K14 14 0.712566410484484 0.837038819182669 1
ENSG00000137265 IRF4 6 0.869354137586129 0.885051198091348 1
ENSG00000213281 NRAS 1 0.000225149091750365 0.00600719619612308 1
ENSG00000056487 PHF21B 22 0.182268662527685 0.822417132811698 1
ENSG00000114948 ADAM23 2 0.0216917294891694 0.279471552634786 1
ENSG00000137872 SEMA6D 15 0.586697584104819 0.837038819182669 1
ENSG00000119973 PRLHR 10 0.338736123640566 0.822417132811698 1
ENSG00000145832 SLC25A48 5 0.773592201464047 0.837038819182669 1
ENSG00000020129 NCDN 1 0.773592201464047 0.837038819182669 1
ENSG00000162365 CYP4A22 1 0.362522661101181 0.822417132811698 1
ENSG00000171148 TADA3 3 0.360955773651968 0.822417132811698 1
ENSG00000185507 IRF7 11 0.362522661101181 0.822417132811698 1
ENSG00000144935 TRPC1 3 0.637668010055734 0.837038819182669 1
ENSG00000128872 TMOD2 15 0.712566410484484 0.837038819182669 1
ENSG00000206177 HBM 16 0.712566410484484 0.837038819182669 1
ENSG00000112159 MDN1 6 0.28393820348279 0.822417132811698 1
ENSG00000174125 TLR1 4 0.308787933302748 0.822417132811698 1
ENSG00000113763 UNC5A 5 0.45929814300446 0.837038819182669 1
ENSG00000101412 E2F1 20 0.507353200735007 0.837038819182669 1
ENSG00000131043 AAR2 20 0.712566410484484 0.837038819182669 1
ENSG00000197586 ENTPD6 20 0.637668010055734 0.837038819182669 1
ENSG00000176476 SGF29 16 0.507353200735007 0.837038819182669 1
ENSG00000185055 EFCAB10 7 0.712566410484484 0.837038819182669 1
ENSG00000119636 BBOF1 14 0.164428705364561 0.812260765256851 1
ENSG00000170423 KRT78 12 0.838186853032695 0.861499941441754 1
ENSG00000099617 EFNA2 19 0.773592201464047 0.837038819182669 1
ENSG00000138738 PRDM5 4 0.597733257191955 0.837038819182669 1
ENSG00000120071 KANSL1 17 0.0477764910931797 0.511033357609247 1
ENSG00000172954 LCLAT1 2 0.773592201464047 0.837038819182669 1
ENSG00000117151 CTBS 1 6.41832513729345e-70 1.82482043316966e-68 9.17884677884337e-66
ENSG00000186526 CYP4F8 19 0.308787933302748 0.822417132811698 1
ENSG00000256043 CTSO 4 0.298171147475096 0.822417132811698 1
ENSG00000136158 SPRY2 13 0.461298890901711 0.837038819182669 1
ENSG00000135083 CCNJL 5 0.712566410484484 0.837038819182669 1
ENSG00000204300 TMEM225 11 0.308787933302748 0.822417132811698 1
ENSG00000204175 GPRIN2 10 0.701693541346306 0.837038819182669 1
ENSG00000134375 TIMM17A 1 0.308787933302748 0.822417132811698 1
ENSG00000204262 COL5A2 2 0.597733257191955 0.837038819182669 1
ENSG00000134249 ADAM30 1 0.712566410484484 0.837038819182669 1
ENSG00000136754 ABI1 10 0.0140005348472754 0.187825186539292 1
ENSG00000077254 USP33 1 0.308787933302748 0.822417132811698 1
ENSG00000150316 CWC15 11 0.712566410484484 0.837038819182669 1
ENSG00000143630 HCN3 1 0.712566410484484 0.837038819182669 1
ENSG00000146648 EGFR 7 0.178270614580481 0.822417132811698 1
ENSG00000151240 DIP2C 10 0.489931794952368 0.837038819182669 1
ENSG00000119283 TRIM67 1 0.773592201464047 0.837038819182669 1
ENSG00000140386 SCAPER 15 0.097526963535748 0.666043201131218 1
ENSG00000159110 IFNAR2 21 0.095091273890622 0.666043201131218 1
ENSG00000104760 FGL1 8 0.712566410484484 0.837038819182669 1
ENSG00000204544 MUC21 6 0.712566410484484 0.837038819182669 1
ENSG00000069943 PIGB 15 0.704476250020057 0.837038819182669 1
ENSG00000064989 CALCRL 2 0.095091273890622 0.666043201131218 1
ENSG00000078725 BRINP1 9 0.597733257191955 0.837038819182669 1
ENSG00000189058 APOD 3 0.308787933302748 0.822417132811698 1
ENSG00000163536 SERPINI1 3 0.39513129540638 0.837038819182669 1
ENSG00000173868 PHOSPHO1 17 0.712566410484484 0.837038819182669 1
ENSG00000041982 TNC 9 0.730283109933698 0.837038819182669 1
ENSG00000110243 APOA5 11 6.41832513729345e-70 1.82482043316966e-68 9.17884677884337e-66
ENSG00000101773 RBBP8 18 0.601736611048921 0.837038819182669 1
ENSG00000167360 OR51Q1 11 0.507353200735007 0.837038819182669 1
ENSG00000135622 SEMA4F 2 0.712566410484484 0.837038819182669 1
ENSG00000167740 CYB5D2 17 0.39513129540638 0.837038819182669 1
ENSG00000213923 CSNK1E 22 0.712566410484484 0.837038819182669 1
ENSG00000197362 ZNF786 7 0.339839630547903 0.822417132811698 1
ENSG00000103653 CSK 15 0.507353200735007 0.837038819182669 1
ENSG00000100372 SLC25A17 22 0.308787933302748 0.822417132811698 1
ENSG00000144331 ZNF385B 2 0.507353200735007 0.837038819182669 1
ENSG00000153993 SEMA3D 7 0.193464728241288 0.822417132811698 1
ENSG00000172578 KLHL6 3 0.0475209441531052 0.511033357609247 1
ENSG00000087088 BAX 19 0.553540931338052 0.837038819182669 1
ENSG00000148498 PARD3 10 0.350663149077821 0.822417132811698 1
ENSG00000127328 RAB3IP 12 0.308787933302748 0.822417132811698 1
ENSG00000107679 PLEKHA1 10 0.0140005348472754 0.187825186539292 1
ENSG00000109775 UFSP2 4 0.095091273890622 0.666043201131218 1
ENSG00000151276 MAGI1 3 0.283022398768679 0.822417132811698 1
ENSG00000160352 ZNF714 19 0.507353200735007 0.837038819182669 1
ENSG00000184160 ADRA2C 4 0.0972988569328136 0.666043201131218 1
ENSG00000124356 STAMBP 2 0.838186853032695 0.861499941441754 1
ENSG00000197279 ZNF165 6 0.773592201464047 0.837038819182669 1
ENSG00000198796 ALPK2 18 0.507353200735007 0.837038819182669 1
ENSG00000141577 CEP131 17 0.39513129540638 0.837038819182669 1
ENSG00000164080 RAD54L2 3 0.658609954197768 0.837038819182669 1
ENSG00000113319 RASGRF2 5 0.773021464436743 0.837038819182669 1
ENSG00000079112 CDH17 8 0.59397065396468 0.837038819182669 1
ENSG00000133884 DPF2 11 6.41832513729345e-70 1.82482043316966e-68 9.17884677884337e-66
ENSG00000170484 KRT74 12 0.298171147475096 0.822417132811698 1
ENSG00000174165 ZDHHC24 11 0.507353200735007 0.837038819182669 1
ENSG00000197451 HNRNPAB 5 0.0140005348472754 0.187825186539292 1
ENSG00000253305 PCDHGB6 5 0.947482649030944 0.951597965559613 1
ENSG00000175489 LRRC25 19 0.137420992745455 0.764691679864882 1
ENSG00000239590 OR1J4 9 0.712566410484484 0.837038819182669 1
ENSG00000112941 TENT4A 5 0.712566410484484 0.837038819182669 1
ENSG00000119457 SLC46A2 9 0.308787933302748 0.822417132811698 1
ENSG00000171495 MROH2B 5 0.821808509679111 0.861499941441754 1
ENSG00000077585 GPR137B 1 0.507353200735007 0.837038819182669 1
ENSG00000111886 GABRR2 6 0.712566410484484 0.837038819182669 1
ENSG00000173614 NMNAT1 1 0.712566410484484 0.837038819182669 1
ENSG00000009413 REV3L 6 0.640276023125579 0.837038819182669 1
ENSG00000159450 TCHH 1 0.161661163646342 0.812260765256851 1
ENSG00000204301 NOTCH4 6 0.088159470443802 0.666043201131218 1
ENSG00000107874 CUEDC2 10 0.712566410484484 0.837038819182669 1
ENSG00000070495 JMJD6 17 0.095091273890622 0.666043201131218 1
ENSG00000166313 APBB1 11 0.0912010285620724 0.666043201131218 1
ENSG00000278889 OR2S2 9 0.0140005348472754 0.187825186539292 1
ENSG00000172986 GXYLT2 3 0.308787933302748 0.822417132811698 1
ENSG00000113100 CDH9 5 0.494262343836754 0.837038819182669 1
ENSG00000152128 TMEM163 2 0.507353200735007 0.837038819182669 1
ENSG00000144045 DQX1 2 0.838186853032695 0.861499941441754 1
ENSG00000142867 BCL10 1 0.0292036366848242 0.335994535985254 1
ENSG00000085552 IGSF9 1 0.130496686192345 0.764691679864882 1
ENSG00000107186 MPDZ 9 0.656701508803364 0.837038819182669 1
ENSG00000131143 COX4I1 16 0.0140005348472754 0.187825186539292 1
ENSG00000180035 ZNF48 16 0.338736123640566 0.822417132811698 1
ENSG00000147509 RGS20 8 0.507353200735007 0.837038819182669 1
ENSG00000065717 TLE2 19 0.563754154980903 0.837038819182669 1
ENSG00000102753 KPNA3 13 0.712566410484484 0.837038819182669 1
ENSG00000135452 TSPAN31 12 0.773592201464047 0.837038819182669 1
ENSG00000134242 PTPN22 1 0.838186853032695 0.861499941441754 1
ENSG00000006715 VPS41 7 0.701693541346306 0.837038819182669 1
ENSG00000143473 KCNH1 1 0.0292036366848242 0.335994535985254 1
ENSG00000003056 M6PR 12 0.308787933302748 0.822417132811698 1
ENSG00000175283 DOLK 9 0.0140005348472754 0.187825186539292 1
ENSG00000183475 ASB7 15 0.00580542805488638 0.134125083381147 1
ENSG00000172164 SNTB1 8 0.308787933302748 0.822417132811698 1
ENSG00000196081 ZNF724 19 0.712566410484484 0.837038819182669 1
ENSG00000244045 TMEM199 17 0.773592201464047 0.837038819182669 1
ENSG00000177606 JUN 1 0.507353200735007 0.837038819182669 1
ENSG00000164122 ASB5 4 0.164428705364561 0.812260765256851 1
ENSG00000140545 MFGE8 15 0.39513129540638 0.837038819182669 1
ENSG00000178966 RMI1 9 0.0477764910931797 0.511033357609247 1
ENSG00000124370 MCEE 2 0.360955773651968 0.822417132811698 1
ENSG00000280165 PCDH20 13 0.44153759974746 0.837038819182669 1
ENSG00000048162 NOP16 5 0.39513129540638 0.837038819182669 1
ENSG00000186198 SLC51B 15 0.0140005348472754 0.187825186539292 1
ENSG00000105464 GRIN2D 19 0.712566410484484 0.837038819182669 1
ENSG00000221932 HEPN1 11 0.308787933302748 0.822417132811698 1
ENSG00000165309 ARMC3 10 0.249322612409435 0.822417132811698 1
ENSG00000108953 YWHAE 17 0.507353200735007 0.837038819182669 1
ENSG00000170054 SERPINA9 14 0.507353200735007 0.837038819182669 1
ENSG00000155256 ZFYVE27 10 0.308787933302748 0.822417132811698 1
ENSG00000126005 MMP24OS 20 0.712566410484484 0.837038819182669 1
ENSG00000061273 HDAC7 12 0.00761853501624196 0.173491511572096 1
ENSG00000170430 MGMT 10 0.0140005348472754 0.187825186539292 1
ENSG00000149451 ADAM33 20 0.10818952214725 0.666043201131218 1
ENSG00000104679 R3HCC1 8 6.41832513729345e-70 1.82482043316966e-68 9.17884677884337e-66
ENSG00000011600 TYROBP 19 0.712566410484484 0.837038819182669 1
ENSG00000061918 GUCY1B1 4 0.597733257191955 0.837038819182669 1
ENSG00000069998 HDHD5 22 0.712566410484484 0.837038819182669 1
ENSG00000117461 PIK3R3 1 0.137420992745455 0.764691679864882 1
ENSG00000101040 ZMYND8 20 0.215886822287064 0.822417132811698 1
ENSG00000129566 TEP1 14 0.0166821337554928 0.220287345186799 1
ENSG00000156603 MED19 11 0.0140005348472754 0.187825186539292 1
ENSG00000188176 SMTNL2 17 0.712566410484484 0.837038819182669 1
ENSG00000197561 ELANE 19 0.164428705364561 0.812260765256851 1
ENSG00000041357 PSMA4 15 0.712566410484484 0.837038819182669 1
ENSG00000258873 DUXA 19 0.712566410484484 0.837038819182669 1
ENSG00000205250 E2F4 16 0.507353200735007 0.837038819182669 1
ENSG00000118985 ELL2 5 0.712566410484484 0.837038819182669 1
ENSG00000129636 ITFG1 16 0.00894427243185073 0.187825186539292 1
ENSG00000118271 TTR 18 0.507353200735007 0.837038819182669 1
ENSG00000112599 GUCA1B 6 0.308787933302748 0.822417132811698 1
ENSG00000136689 IL1RN 2 0.507353200735007 0.837038819182669 1
ENSG00000101138 CSTF1 20 0.712566410484484 0.837038819182669 1
ENSG00000113594 LIFR 5 0.601736611048921 0.837038819182669 1
ENSG00000172339 ALG14 1 0.0140005348472754 0.187825186539292 1
ENSG00000154642 C21orf91 21 0.308787933302748 0.822417132811698 1
ENSG00000279514 OR4C16 11 0.308787933302748 0.822417132811698 1
ENSG00000146360 GPR6 6 0.637668010055734 0.837038819182669 1
ENSG00000048028 USP28 11 0.507353200735007 0.837038819182669 1
ENSG00000141965 FEM1A 19 0.39513129540638 0.837038819182669 1
ENSG00000178538 CA8 8 0.10818952214725 0.666043201131218 1
ENSG00000107371 EXOSC3 9 0.507353200735007 0.837038819182669 1
ENSG00000205857 NANOGNB 12 0.360955773651968 0.822417132811698 1
ENSG00000129749 CHRNA10 11 6.41832513729345e-70 1.82482043316966e-68 9.17884677884337e-66
ENSG00000165804 ZNF219 14 0.507353200735007 0.837038819182669 1
ENSG00000109132 PHOX2B 4 0.319017837964549 0.822417132811698 1
ENSG00000174640 SLCO2A1 3 0.308787933302748 0.822417132811698 1
ENSG00000206072 SERPINB11 18 0.773592201464047 0.837038819182669 1
ENSG00000188816 HMX2 10 0.507353200735007 0.837038819182669 1
ENSG00000004487 KDM1A 1 0.704476250020057 0.837038819182669 1
ENSG00000187605 TET3 2 0.242879589764998 0.822417132811698 1
ENSG00000183091 NEB 2 0.729665928643217 0.837038819182669 1
ENSG00000253910 PCDHGB2 5 0.304099782987048 0.822417132811698 1
ENSG00000087301 TXNDC16 14 0.507353200735007 0.837038819182669 1
ENSG00000172469 MANEA 6 0.308787933302748 0.822417132811698 1
ENSG00000274810 NPHP3-ACAD11 3 0.597733257191955 0.837038819182669 1
ENSG00000163125 RPRD2 1 0.095091273890622 0.666043201131218 1
ENSG00000198087 CD2AP 6 0.773592201464047 0.837038819182669 1
ENSG00000007047 MARK4 19 0.507353200735007 0.837038819182669 1
ENSG00000164334 FAM170A 5 0.74192873455673 0.837038819182669 1
ENSG00000138092 CENPO 2 0.308787933302748 0.822417132811698 1
ENSG00000204084 INPP5B 1 0.095091273890622 0.666043201131218 1
ENSG00000189325 BNIP5 6 0.10818952214725 0.666043201131218 1
ENSG00000148735 PLEKHS1 10 0.773592201464047 0.837038819182669 1
ENSG00000163421 PROK2 3 0.507353200735007 0.837038819182669 1
ENSG00000101203 COL20A1 20 0.494262343836754 0.837038819182669 1
ENSG00000165805 C12orf50 12 0.773592201464047 0.837038819182669 1
ENSG00000168067 MAP4K2 11 0.0140005348472754 0.187825186539292 1
ENSG00000121406 ZNF549 19 0.773592201464047 0.837038819182669 1
ENSG00000119138 KLF9 9 0.838186853032695 0.861499941441754 1
ENSG00000144711 IQSEC1 3 0.319017837964549 0.822417132811698 1
ENSG00000231989 PPP1R2B 5 6.41832513729345e-70 1.82482043316966e-68 9.17884677884337e-66
ENSG00000146399 TAAR1 6 0.773592201464047 0.837038819182669 1
ENSG00000129991 TNNI3 19 0.712566410484484 0.837038819182669 1
ENSG00000177103 DSCAML1 11 0.447027845832542 0.837038819182669 1
ENSG00000169641 LUZP1 1 0.704476250020057 0.837038819182669 1
ENSG00000197826 CFAP299 4 0.507353200735007 0.837038819182669 1
ENSG00000151418 ATP6V1G3 1 0.308787933302748 0.822417132811698 1
ENSG00000235034 C19orf81 19 0.73605121590101 0.837038819182669 1
ENSG00000109684 CLNK 4 0.338736123640566 0.822417132811698 1
ENSG00000151893 CACUL1 10 0.712566410484484 0.837038819182669 1
ENSG00000137252 HCRTR2 6 0.732682437140283 0.837038819182669 1
ENSG00000164151 ICE1 5 0.691815474015138 0.837038819182669 1
ENSG00000006530 AGK 7 0.712566410484484 0.837038819182669 1
ENSG00000115275 MOGS 2 0.0140005348472754 0.187825186539292 1
ENSG00000014641 MDH1 2 0.362522661101181 0.822417132811698 1
ENSG00000173726 TOMM20 1 0.308787933302748 0.822417132811698 1
ENSG00000163635 ATXN7 3 0.507353200735007 0.837038819182669 1
ENSG00000164733 CTSB 8 0.308787933302748 0.822417132811698 1
ENSG00000100427 MLC1 22 0.73605121590101 0.837038819182669 1
ENSG00000187609 EXD3 9 0.838186853032695 0.861499941441754 1
ENSG00000112799 LY86 6 0.712566410484484 0.837038819182669 1
ENSG00000089048 ESF1 20 0.838186853032695 0.861499941441754 1
ENSG00000110330 BIRC2 11 0.773592201464047 0.837038819182669 1
ENSG00000156931 VPS8 3 0.523815791304452 0.837038819182669 1
ENSG00000163975 MELTF 3 0.773592201464047 0.837038819182669 1
ENSG00000114670 NEK11 3 0.25659897931549 0.822417132811698 1
ENSG00000161649 CD300LG 17 0.0140005348472754 0.187825186539292 1
ENSG00000179431 FJX1 11 0.712566410484484 0.837038819182669 1
ENSG00000186732 MPPED1 22 0.0292036366848242 0.335994535985254 1
ENSG00000186567 CEACAM19 19 0.164428705364561 0.812260765256851 1
ENSG00000122696 SLC25A51 9 0.095091273890622 0.666043201131218 1
ENSG00000141985 SH3GL1 19 0.712566410484484 0.837038819182669 1
ENSG00000145414 NAF1 4 6.41832513729345e-70 1.82482043316966e-68 9.17884677884337e-66
ENSG00000060709 RIMBP2 12 0.586697584104819 0.837038819182669 1
ENSG00000152049 KCNE4 2 0.339839630547903 0.822417132811698 1
ENSG00000160752 FDPS 1 0.838186853032695 0.861499941441754 1
ENSG00000168454 TXNDC2 18 0.712566410484484 0.837038819182669 1
ENSG00000214046 SMIM7 19 0.507353200735007 0.837038819182669 1
ENSG00000100201 DDX17 22 0.946127459176333 0.951597965559613 1
ENSG00000118894 EEF2KMT 16 0.308787933302748 0.822417132811698 1
ENSG00000016602 CLCA4 1 0.732682437140283 0.837038819182669 1
ENSG00000185742 C11orf87 11 0.507353200735007 0.837038819182669 1
ENSG00000082397 EPB41L3 18 0.461298890901711 0.837038819182669 1
ENSG00000163515 RETNLB 3 0.308787933302748 0.822417132811698 1
ENSG00000180448 ARHGAP45 19 0.281052366104343 0.822417132811698 1
ENSG00000188324 OR6C6 12 0.74192873455673 0.837038819182669 1
ENSG00000105483 CARD8 19 0.164428705364561 0.812260765256851 1
ENSG00000152990 ADGRA3 4 0.404920178876271 0.837038819182669 1
ENSG00000161798 AQP5 12 0.773592201464047 0.837038819182669 1
ENSG00000115008 IL1A 2 0.712566410484484 0.837038819182669 1
ENSG00000141437 SLC25A52 18 6.41832513729345e-70 1.82482043316966e-68 9.17884677884337e-66
ENSG00000187105 HEATR4 14 0.298171147475096 0.822417132811698 1
ENSG00000266028 SRGAP2 1 0.298171147475096 0.822417132811698 1
ENSG00000165475 CRYL1 13 0.712566410484484 0.837038819182669 1
ENSG00000167470 MIDN 19 0.308787933302748 0.822417132811698 1
ENSG00000179639 FCER1A 1 0.712566410484484 0.837038819182669 1
ENSG00000111335 OAS2 12 0.712566410484484 0.837038819182669 1
ENSG00000110906 KCTD10 12 0.507353200735007 0.837038819182669 1
ENSG00000127954 STEAP4 7 0.0140005348472754 0.187825186539292 1
ENSG00000157766 ACAN 15 0.495203564291301 0.837038819182669 1
ENSG00000183395 PMCH 12 0.712566410484484 0.837038819182669 1
ENSG00000116584 ARHGEF2 1 0.704476250020057 0.837038819182669 1
ENSG00000184992 BRI3BP 12 0.712566410484484 0.837038819182669 1
ENSG00000052795 FNIP2 4 0.838186853032695 0.861499941441754 1
ENSG00000007866 TEAD3 6 0.308787933302748 0.822417132811698 1
ENSG00000065328 MCM10 10 0.095091273890622 0.666043201131218 1
ENSG00000100722 ZC3H14 14 0.838186853032695 0.861499941441754 1
ENSG00000113205 PCDHB3 5 0.59397065396468 0.837038819182669 1
ENSG00000129518 EAPP 14 6.41832513729345e-70 1.82482043316966e-68 9.17884677884337e-66
ENSG00000089280 FUS 16 6.41832513729345e-70 1.82482043316966e-68 9.17884677884337e-66
ENSG00000167757 KLK11 19 0.137420992745455 0.764691679864882 1
ENSG00000198805 PNP 14 0.507353200735007 0.837038819182669 1
ENSG00000151023 ENKUR 10 0.360955773651968 0.822417132811698 1
ENSG00000066855 MTFR1 8 0.507353200735007 0.837038819182669 1
ENSG00000112305 SMAP1 6 0.0292036366848242 0.335994535985254 1
ENSG00000162604 TM2D1 1 6.41832513729345e-70 1.82482043316966e-68 9.17884677884337e-66
ENSG00000198728 LDB1 10 0.712566410484484 0.837038819182669 1
ENSG00000105388 CEACAM5 19 0.338736123640566 0.822417132811698 1
ENSG00000169508 GPR183 13 0.507353200735007 0.837038819182669 1
ENSG00000116991 SIPA1L2 1 0.207560289279365 0.822417132811698 1
ENSG00000138668 HNRNPD 4 0.39513129540638 0.837038819182669 1
ENSG00000117569 PTBP2 1 0.712566410484484 0.837038819182669 1
ENSG00000167088 SNRPD1 18 0.308787933302748 0.822417132811698 1
ENSG00000171843 MLLT3 9 0.362758357721572 0.822417132811698 1
ENSG00000143194 MAEL 1 0.00580542805488638 0.134125083381147 1
ENSG00000242173 ARHGDIG 16 6.41832513729345e-70 1.82482043316966e-68 9.17884677884337e-66
ENSG00000169032 MAP2K1 15 0.095091273890622 0.666043201131218 1
ENSG00000137310 TCF19 6 0.362522661101181 0.822417132811698 1
ENSG00000092621 PHGDH 1 0.308787933302748 0.822417132811698 1
ENSG00000106125 MINDY4 7 0.773592201464047 0.837038819182669 1
ENSG00000128519 TAS2R16 7 0.507353200735007 0.837038819182669 1
ENSG00000156959 LHFPL4 3 0.712566410484484 0.837038819182669 1
ENSG00000244025 KRTAP19-3 21 6.41832513729345e-70 1.82482043316966e-68 9.17884677884337e-66
ENSG00000138646 HERC5 4 0.580366518150036 0.837038819182669 1
ENSG00000160691 SHC1 1 0.308787933302748 0.822417132811698 1
ENSG00000117984 CTSD 11 0.773592201464047 0.837038819182669 1
ENSG00000262246 CORO7 16 0.164428705364561 0.812260765256851 1
ENSG00000116663 FBXO6 1 6.41832513729345e-70 1.82482043316966e-68 9.17884677884337e-66
ENSG00000128928 IVD 15 0.712566410484484 0.837038819182669 1
ENSG00000187764 SEMA4D 9 0.308787933302748 0.822417132811698 1
ENSG00000106397 PLOD3 7 0.10818952214725 0.666043201131218 1
ENSG00000159593 NAE1 16 0.308787933302748 0.822417132811698 1
ENSG00000173227 SYT12 11 0.00580542805488638 0.134125083381147 1
ENSG00000197299 BLM 15 0.838186853032695 0.861499941441754 1
ENSG00000204767 INSYN2B 5 0.308787933302748 0.822417132811698 1
ENSG00000160710 ADAR 1 0.507353200735007 0.837038819182669 1
ENSG00000102854 MSLN 16 0.712566410484484 0.837038819182669 1
ENSG00000198648 STK39 2 0.773592201464047 0.837038819182669 1
ENSG00000189056 RELN 7 0.087359662360605 0.666043201131218 1
ENSG00000115155 OTOF 2 0.711949276985106 0.837038819182669 1
ENSG00000184640 SEPTIN9 17 0.339839630547903 0.822417132811698 1
